RFM_Score,review_score
111,4.2030169704588305
112,4.159856162144492
113,4.165654520917679
114,4.11127620934456
211,4.135414927366839
212,4.119817121236008
213,4.039783889980353
214,3.9420406845334193
311,4.021273166800967
312,3.9891810918774966
313,3.9526449160595503
314,3.801357391160404
411,4.3251088534107405
412,4.2473170731707315
413,4.291507633587786
414,4.159493259704401
